CAGDP1 County and MSA gross domestic product (GDP) summary
CAGDP1 County and MSA gross domestic product (GDP) summary
County
GeoFips,GeoName,LineCode,Description,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
42017,"Bucks, PA",3,Current-dollar GDP (thousands of current dollars),24985992,25906427,27534570,28538886,28278061,29481952,29924106,30301891,31294058,32192543,33101253
42019,"Butler, PA",1,Real GDP (thousands of chained 2017 dollars),7641775,7671699,7870851,8124723,7836056,8257589,8737526,9177684,9697603,10156082,10370714
42019,"Butler, PA",3,Current-dollar GDP (thousands of current dollars),6437626,6778591,7139186,7471230,7230616,7689091,8309484,8861939,9430060,9976522,10159341
42021,"Cambria, PA",1,Real GDP (thousands of chained 2017 dollars),4935420,4841037,4881448,5005434,4895881,5033248,5047270,5006208,4934007,4920444,4804216
42021,"Cambria, PA",3,Current-dollar GDP (thousands of current dollars),3940529,4004071,4152295,4335752,4335743,4496315,4578979,4623590,4621221,4693637,4665161
42023,"Cameron, PA",1,Real GDP (thousands of chained 2017 dollars),215657,219628,214261,200977,173086,194737,199551,194329,201180,206769,200611
42023,"Cameron, PA",3,Current-dollar GDP (thousands of current dollars),172791,177893,176725,170187,155493,172644,178928,178745,189273,197648,193769
42025,"Carbon, PA",1,Real GDP (thousands of chained 2017 dollars),1736569,1570718,1826998,1963797,1858642,1917770,1943404,2081134,2206997,2241481,2319810
42025,"Carbon, PA",3,Current-dollar GDP (thousands of current dollars),1540313,1424319,1685975,1829543,1758936,1809282,1851230,2007458,2150399,2211000,2306185
42027,"Centre, PA",1,Real GDP (thousands of chained 2017 dollars),7151162,6928258,7079235,7313285,7260051,7675840,7870849,8216443,8255367,8323050,8413508
42027,"Centre, PA",3,Current-dollar GDP (thousands of current dollars),5597790,5609771,5915677,6223851,6317011,6738204,7000814,7465967,7675568,7889220,8178032
42029,"Chester, PA",1,Real GDP (thousands of chained 2017 dollars),36812776,37339499,38457057,38366339,37836818,38361068,37662565,38338199,40544563,41348788,42597839
42029,"Chester, PA",3,Current-dollar GDP (thousands of current dollars),30440402,31743895,33531227,33955375,33940461,34616636,34630833,35957852,38699138,40121576,41866941
42031,"Clarion, PA",1,Real GDP (thousands of chained 2017 dollars),1372300,1323801,1334013,1351247,1278027,1324754,1338709,1278863,1282444,1269707,1289665
42031,"Clarion, PA",3,Current-dollar GDP (thousands of current dollars),1092819,1083425,1118267,1162684,1093672,1158178,1197292,1166386,1201981,1217851,1242829
42033,"Clearfield, PA",1,Real GDP (thousands of chained 2017 dollars),2800755,2812878,2835151,2900107,2716171,2845532,2950587,2880691,2838455,2824091,2762549
42033,"Clearfield, PA",3,Current-dollar GDP (thousands of current dollars),2214730,2308291,2397125,2523635,2413563,2562038,2706764,2674074,2671230,2702485,2671105
42035,"Clinton, PA",1,Real GDP (thousands of chained 2017 dollars),1235063,1235067,1228729,1242709,1209641,1349451,1446136,1546723,1593860,1673265,1687299
42035,"Clinton, PA",3,Current-dollar GDP (thousands of current dollars),970051,1000061,1022275,1059911,1069500,1203810,1315630,1427055,1509039,1606568,1635889
42037,"Columbia, PA",1,Real GDP (thousands of chained 2017 dollars),2332963,2346111,2451672,2411817,2378578,2452532,2423625,2397131,2433973,2417453,2450280
42037,"Columbia, PA",3,Current-dollar GDP (thousands of current dollars),1855959,1919004,2055562,2066405,2119198,2186656,2187253,2211390,2277070,2299921,2397317
42039,"Crawford, PA",1,Real GDP (thousands of chained 2017 dollars),2757007,2795238,2874333,2968664,2862479,2938824,3025692,3006376,2993852,3107933,3087506
42039,"Crawford, PA",3,Current-dollar GDP (thousands of current dollars),2200979,2307394,2432099,2575332,2501298,2597649,2743399,2788611,2836811,2990119,3017213
42041,"Cumberland, PA",1,Real GDP (thousands of chained 2017 dollars),13088176,13129361,13315911,13343590,12977525,13336768,13814573,13995450,14468181,14902893,15141101
42041,"Cumberland, PA",3,Current-dollar GDP (thousands of current dollars),10711053,11075786,11536454,11763797,11714594,12069371,12652707,13048215,13656048,14256947,14790642
42043,"Dauphin, PA",1,Real GDP (thousands of chained 2017 dollars),19068806,19395707,19942714,19969701,19257524,19512135,19870912,20326940,20772107,21470821,22187129
42043,"Dauphin, PA",3,Current-dollar GDP (thousands of current dollars),15159669,15948083,16874168,17219622,17082790,17437874,17994831,18803933,19542351,20564086,21682643
42045,"Delaware, PA",1,Real GDP (thousands of chained 2017 dollars),26981893,26866913,27440350,28583923,27648180,29241724,29076496,30412431,31214190,32508043,32599166
42045,"Delaware, PA",3,Current-dollar GDP (thousands of current dollars),21559241,22209254,23319379,24654416,24396303,26015528,26358501,28228273,29421165,31200434,31928821
42047,"Elk, PA",1,Real GDP (thousands of chained 2017 dollars),1283996,1323787,1336612,1395435,1265403,1428504,1433144,1406816,1356056,1429909,1436934
42047,"Elk, PA",3,Current-dollar GDP (thousands of current dollars),1074413,1140694,1180611,1266727,1183963,1321735,1321250,1327606,1307420,1392652,1409029
42049,"Erie, PA",1,Real GDP (thousands of chained 2017 dollars),11969021,12152810,12578339,13192175,12022868,12349756,12878647,12534074,12729553,12083553,12099658
42049,"Erie, PA",3,Current-dollar GDP (thousands of current dollars),9566523,10035804,10624306,11336913,10686903,11007102,11647794,11587600,11958356,11539184,11815957
42051,"Fayette, PA",1,Real GDP (thousands of chained 2017 dollars),3448247,3496246,3586437,3716120,3751806,3896711,4012001,3968422,3964478,4060551,4228894
42051,"Fayette, PA",3,Current-dollar GDP (thousands of current dollars),2831545,2968273,3130100,3330077,3405066,3568932,3737730,3743538,3817770,3984542,4124030
42053,"Forest, PA",1,Real GDP (thousands of chained 2017 dollars),225401,230819,236643,276204,315668,307073,278972,274206,265032,261429,270611
42053,"Forest, PA",3,Current-dollar GDP (thousands of current dollars),193880,203766,216297,270002,267655,280319,265784,258954,259338,261122,258896
42055,"Franklin, PA",1,Real GDP (thousands of chained 2017 dollars),5370897,5694004,6013590,5980083,5584629,5579663,5598801,5540344,5700559,5822619,5984675
42055,"Franklin, PA",3,Current-dollar GDP (thousands of current dollars),4283571,4655875,5094448,5148228,4924889,4939350,5057624,5119900,5371581,5565167,5830439
42057,"Fulton, PA",1,Real GDP (thousands of chained 2017 dollars),537013,564064,578250,594576,526560,483685,544156,537280,712907,751641,710198
42057,"Fulton, PA",3,Current-dollar GDP (thousands of current dollars),401488,434635,463546,486325,450606,415501,481890,488318,665157,713065,692211
42059,"Greene, PA",1,Real GDP (thousands of chained 2017 dollars),2381034,2378403,2724724,2807044,2973905,2627550,2862169,3052491,3023887,3019223,3179261
42059,"Greene, PA",3,Current-dollar GDP (thousands of current dollars),1885336,2093653,2534015,2841471,3079879,2903070,3358091,3496220,3429621,3407321,3000527
42061,"Huntingdon, PA",1,Real GDP (thousands of chained 2017 dollars),1257172,1263021,1249292,1264783,1262599,1274904,1313068,1281779,1266169,1289953,1330246
42061,"Huntingdon, PA",3,Current-dollar GDP (thousands of current dollars),980903,1023692,1042764,1073345,1094665,1117420,1179323,1175291,1189985,1228957,1288276
42063,"Indiana, PA",1,Real GDP (thousands of chained 2017 dollars),4290867,4297436,4499381,4460173,4596521,4699278,4715597,4617492,4700881,4739312,4448264
42063,"Indiana, PA",3,Current-dollar GDP (thousands of current dollars),3483094,3672001,3942812,4024805,4181330,4325486,4432067,4349291,4520103,4692651,4360101
42065,"Jefferson, PA",1,Real GDP (thousands of chained 2017 dollars),1400833,1406600,1474031,1567910,1483085,1561829,1618098,1558184,1547013,1559633,1595103
42065,"Jefferson, PA",3,Current-dollar GDP (thousands of current dollars),1147782,1194448,1283363,1404213,1317636,1410932,1496962,1471755,1494503,1530514,1550523
42067,"Juniata, PA",1,Real GDP (thousands of chained 2017 dollars),709974,702178,659671,649315,629025,649099,622411,607986,646064,663695,722058
42067,"Juniata, PA",3,Current-dollar GDP (thousands of current dollars),561991,562585,551241,553013,535413,562153,554431,559399,611466,641193,702172
42069,"Lackawanna, PA",1,Real GDP (thousands of chained 2017 dollars),8553096,8643658,8857068,9098520,9051698,9174175,9038781,8958118,9072781,9224716,9421212
42069,"Lackawanna, PA",3,Current-dollar GDP (thousands of current dollars),6882113,7149428,7503828,7831033,7984964,8129866,8104282,8202278,8445231,8738880,9135322
42071,"Lancaster, PA",1,Real GDP (thousands of chained 2017 dollars),25303538,25237020,25207647,25173979,24220739,25186745,24961882,25070941,25816330,26472270,27744239
42071,"Lancaster, PA",3,Current-dollar GDP (thousands of current dollars),20234832,20807441,21437078,21815829,21505317,22444483,22691525,23275238,24329200,25344361,26983189
42073,"Lawrence, PA",1,Real GDP (thousands of chained 2017 dollars),2888628,2858360,2960484,3022569,2786252,2936551,3022282,3005590,3045352,3095363,3120044
42073,"Lawrence, PA",3,Current-dollar GDP (thousands of current dollars),2326563,2400299,2554488,2653112,2498702,2644329,2767975,2799895,2874346,2972542,3031033
42075,"Lebanon, PA",1,Real GDP (thousands of chained 2017 dollars),4715978,4805983,4980890,4978546,4966505,5182963,5291648,5413150,5429254,5567824,5700630
42075,"Lebanon, PA",3,Current-dollar GDP (thousands of current dollars),3766935,3960046,4236196,4333115,4445020,4665102,4871670,5096625,5195238,5409589,5598384
42077,"Lehigh, PA",1,Real GDP (thousands of chained 2017 dollars),21079817,20417737,20949175,21071412,20494978,21289270,21413941,21260318,21274361,21702802,21980217
42077,"Lehigh, PA",3,Current-dollar GDP (thousands of current dollars),16859705,16862267,17826584,18310230,18450351,19232882,19615452,19907013,20144435,20795827,21507504
42079,"Luzerne, PA",1,Real GDP (thousands of chained 2017 dollars),13513546,13442036,13888506,14035949,13771226,14198932,14480119,14655557,14823757,14911031,15336707
42079,"Luzerne, PA",3,Current-dollar GDP (thousands of current dollars),10931605,11251275,11895702,12209547,12425752,12791625,13174199,13548824,13907385,14269996,14985564
42081,"Lycoming, PA",1,Real GDP (thousands of chained 2017 dollars),4276177,4234144,4264796,4284794,4230199,4511600,5110869,5628265,5723809,6218178,6098615
42081,"Lycoming, PA",3,Current-dollar GDP (thousands of current dollars),3770714,3860233,3982139,4079683,4116042,4426753,5116630,5686917,5902264,6488112,5932001
42083,"McKean, PA",1,Real GDP (thousands of chained 2017 dollars),1479922,1493959,1533850,1571329,1511015,1534853,1543724,1658289,1625243,1954662,1908610
42083,"McKean, PA",3,Current-dollar GDP (thousands of current dollars),1308131,1379652,1457544,1538562,1415407,1488079,1563408,1705425,1691896,2040680,1910371
42085,"Mercer, PA",1,Real GDP (thousands of chained 2017 dollars),4228710,4245881,4324429,4240286,4023002,4227436,4305920,4362542,4415412,4452672,4449360
42085,"Mercer, PA",3,Current-dollar GDP (thousands of current dollars),3445824,3613023,3783470,3802780,3557066,3802267,3953975,4059369,4158105,4278264,4307850
42087,"Mifflin, PA",1,Real GDP (thousands of chained 2017 dollars),1377478,1381978,1365317,1378582,1375979,1463093,1472063,1491783,1577605,1598554,1664303
42087,"Mifflin, PA",3,Current-dollar GDP (thousands of current dollars),1169631,1218836,1239769,1267981,1247723,1344129,1386329,1420263,1518989,1560161,1623917
42089,"Monroe, PA",1,Real GDP (thousands of chained 2017 dollars),6259895,6581884,6992166,7069111,6852086,6960063,6855732,6699526,6791017,6848021,7128640
42089,"Monroe, PA",3,Current-dollar GDP (thousands of current dollars),4755500,5169082,5626828,5868135,5879343,5985654,6020216,6025994,6212811,6403984,6852934
42091,"Montgomery, PA",1,Real GDP (thousands of chained 2017 dollars),67562297,68326172,71261179,70316799,67675133,69157725,70104887,71530688,72254581,73883202,75303599
42091,"Montgomery, PA",3,Current-dollar GDP (thousands of current dollars),54957079,57280368,60983401,61285906,60773254,62094753,63912154,66479776,68154666,70830288,73517266
42093,"Montour, PA",1,Real GDP (thousands of chained 2017 dollars),1516629,1687633,1573095,1679149,1701002,1824881,1911727,1922561,2028971,1893591,1941580
42093,"Montour, PA",3,Current-dollar GDP (thousands of current dollars),1234889,1423077,1368860,1474520,1580861,1692385,1785542,1808123,1938724,1841944,1910022
42095,"Northampton, PA",1,Real GDP (thousands of chained 2017 dollars),11199298,11363538,12220158,12236630,11835899,11978253,12373723,12865752,13288943,13571355,14155408
42095,"Northampton, PA",3,Current-dollar GDP (thousands of current dollars),9017844,9475833,10419280,10600976,10514136,10656438,11153491,11796265,12366533,12891166,13740823
42097,"Northumberland, PA",1,Real GDP (thousands of chained 2017 dollars),2952109,3039577,3150241,2991116,2812736,2837487,2841366,2776333,2864938,2900496,2912834
42097,"Northumberland, PA",3,Current-dollar GDP (thousands of current dollars),2318066,2446147,2591803,2525735,2467368,2497248,2545384,2550860,2677026,2759215,2830827
42099,"Perry, PA",1,Real GDP (thousands of chained 2017 dollars),878914,869061,904685,917951,885001,930581,907132,891095,880290,910445,944260
42099,"Perry, PA",3,Current-dollar GDP (thousands of current dollars),676584,689837,752759,780139,748900,800536,807774,812893,826047,868684,910338
42101,"Philadelphia, PA",1,Real GDP (thousands of chained 2017 dollars),79094532,79341046,87093906,94956737,90114639,92580155,93705453,99121922,102753184,104129919,106170833
42101,"Philadelphia, PA",3,Current-dollar GDP (thousands of current dollars),65828770,68140556,76971692,85057527,82199436,85127144,87312810,94048092,98926078,101515091,104646668
42103,"Pike, PA",1,Real GDP (thousands of chained 2017 dollars),1347306,1334052,1371080,1373588,1345646,1343158,1373053,1294187,1320694,1385099,1398647
42103,"Pike, PA",3,Current-dollar GDP (thousands of current dollars),1048406,1074847,1139468,1164684,1167207,1166272,1206937,1162333,1210406,1297710,1346269
42105,"Potter, PA",1,Real GDP (thousands of chained 2017 dollars),1639409,817214,703448,921007,765580,856527,810737,720927,688923,710010,789736
42105,"Potter, PA",3,Current-dollar GDP (thousands of current dollars),1518507,748090,657295,862513,714922,805479,776537,696992,680846,707635,782042
42107,"Schuylkill, PA",1,Real GDP (thousands of chained 2017 dollars),4636492,4707926,4804764,4777942,4718971,4946792,5065943,4904959,5041686,4963177,5056336
42107,"Schuylkill, PA",3,Current-dollar GDP (thousands of current dollars),3733239,3939219,4110703,4183384,4226321,4460969,4645357,4559121,4738538,4749664,4916879
42109,"Snyder, PA",1,Real GDP (thousands of chained 2017 dollars),1517323,1480584,1489260,1481589,1349317,1421964,1349677,1285449,1329344,1333997,1377181
42109,"Snyder, PA",3,Current-dollar GDP (thousands of current dollars),1203798,1200052,1238293,1249240,1169367,1240504,1203189,1177712,1250843,1279838,1335441
42111,"Somerset, PA",1,Real GDP (thousands of chained 2017 dollars),2416901,2428705,2509260,2563399,2447313,2623692,2736201,2597468,2540533,2643884,2512089
42111,"Somerset, PA",3,Current-dollar GDP (thousands of current dollars),1900865,1982036,2129156,2234907,2165235,2361559,2545471,2454958,2418715,2549510,2441572
42113,"Sullivan, PA",1,Real GDP (thousands of chained 2017 dollars),124054,123194,130609,131330,132400,144009,167014,158879,187080,270141,309141
42113,"Sullivan, PA",3,Current-dollar GDP (thousands of current dollars),131362,134484,147409,151040,154765,169351,200086,194578,235879,341554,287304
42115,"Susquehanna, PA",1,Real GDP (thousands of chained 2017 dollars),626217,633896,625887,640655,736427,936107,1131507,1434460,1456119,1945968,2313585
42115,"Susquehanna, PA",3,Current-dollar GDP (thousands of current dollars),766653,805800,830326,871222,968336,1313811,1688319,2018322,2140237,2830868,2145572
42117,"Tioga, PA",1,Real GDP (thousands of chained 2017 dollars),1029336,1030207,1010107,1009506,1050867,1306065,1581712,1708705,1590095,1633230,1622837
42117,"Tioga, PA",3,Current-dollar GDP (thousands of current dollars),937435,985893,1002326,1020852,1037115,1348408,1718740,1805293,1725628,1788695,1557548
42119,"Union, PA",1,Real GDP (thousands of chained 2017 dollars),1611044,1573754,1535121,1614136,1582645,1639847,1645722,1644226,1746661,1784085,1803212
42119,"Union, PA",3,Current-dollar GDP (thousands of current dollars),1257737,1262332,1279460,1371317,1369983,1439560,1483119,1515128,1646994,1709460,1747798
42121,"Venango, PA",1,Real GDP (thousands of chained 2017 dollars),1793579,1816629,1763431,1849097,1781178,1854608,1871487,1856901,1853692,1914524,1879916
42121,"Venango, PA",3,Current-dollar GDP (thousands of current dollars),1501018,1581807,1580774,1685252,1602911,1693113,1750285,1762574,1777193,1868042,1843444
42123,"Warren, PA",1,Real GDP (thousands of chained 2017 dollars),1459019,1393229,1356833,1347288,1297337,1286448,1314362,1363754,1379917,1724973,1659995
42123,"Warren, PA",3,Current-dollar GDP (thousands of current dollars),1278546,1278711,1293232,1307610,1231986,1248870,1318444,1392593,1420147,1777281,1660318
42125,"Washington, PA",1,Real GDP (thousands of chained 2017 dollars),7511812,7693596,8132824,8321594,8474334,9649127,10499823,11366301,11511910,12287489,13076870
42125,"Washington, PA",3,Current-dollar GDP (thousands of current dollars),6446937,6875500,7473253,7813806,8038294,9281932,10356614,11279304,11556077,12487207,12650567
42127,"Wayne, PA",1,Real GDP (thousands of chained 2017 dollars),1582192,1600933,1631401,1729821,1753665,1810667,1877465,1732544,1719822,1694464,1698893
42127,"Wayne, PA",3,Current-dollar GDP (thousands of current dollars),1241984,1301857,1371413,1479248,1523904,1579055,1660848,1563600,1582956,1593956,1637950
42129,"Westmoreland, PA",1,Real GDP (thousands of chained 2017 dollars),13059380,13021866,13096898,13434673,12981775,13243216,13613210,13747751,13908899,14136201,14111326
42129,"Westmoreland, PA",3,Current-dollar GDP (thousands of current dollars),10723264,11106968,11471552,11983611,11670126,12003987,12548093,12869254,13186793,13624192,13716488
42131,"Wyoming, PA",1,Real GDP (thousands of chained 2017 dollars),935652,1013189,977934,1001703,1056041,1121014,1146232,1226811,1264606,1525618,1642332
42131,"Wyoming, PA",3,Current-dollar GDP (thousands of current dollars),865704,976746,966009,1014338,1122427,1207734,1252776,1338651,1428558,1728479,1568627
42133,"York, PA",1,Real GDP (thousands of chained 2017 dollars),19519918,19082203,20150377,20839184,19632629,20215599,20028874,19616258,20177579,20245319,20434118
42133,"York, PA",3,Current-dollar GDP (thousands of current dollars),15689158,15871654,17146247,17998511,17686817,18131487,18123603,18037505,18863559,19320969,19949332

Legend/Footnotes
"  Metropolitan Areas are defined (geographically delineated) by the Office of Management and Budget (OMB) bulletin no. 20-01 issued March 6, 2020."
"  Last updated: November 1, 2024 -- revised statistics for 2001-2016."
